species,acoustic_index,temporal_pearson_r,temporal_pearson_p,temporal_spearman_r,temporal_spearman_p,circadian_r,circadian_p,best_lag,best_lag_r,best_lag_p,max_correlation
Bottlenose dolphin echolocation,MEANt,-0.010463284563139195,0.48939641615627166,-0.002839182049719059,0.8512144266592244,-0.4033795874920822,0.19350319131106475,5.0,0.024287605549606198,0.1087443860024225,0.4033795874920822
Bottlenose dolphin echolocation,MEANt,-0.010463284563139195,0.48939641615627166,-0.002839182049719059,0.8512144266592244,0.17462247780307338,0.5872643087927026,5.0,-0.01983505247528064,0.1902234602852605,0.17462247780307338
Bottlenose dolphin echolocation,MEANt,-0.010463284563139195,0.48939641615627166,-0.002839182049719059,0.8512144266592244,0.17462247780307338,0.5872643087927026,1.0,0.020190496451024848,0.18235147652389067,0.17462247780307338
Bottlenose dolphin echolocation,MEANt,-0.010463284563139195,0.48939641615627166,-0.002839182049719059,0.8512144266592244,0.17462247780307338,0.5872643087927026,5.0,0.024287605549606198,0.1087443860024225,0.17462247780307338
Bottlenose dolphin echolocation,MEANt,-0.010463284563139195,0.48939641615627166,-0.002839182049719059,0.8512144266592244,-0.10973509495647248,0.7342379351333996,5.0,-0.01983505247528064,0.1902234602852605,0.10973509495647248
Bottlenose dolphin echolocation,MEANt,-0.010463284563139195,0.48939641615627166,-0.002839182049719059,0.8512144266592244,-0.10973509495647248,0.7342379351333996,1.0,0.020190496451024848,0.18235147652389067,0.10973509495647248
Bottlenose dolphin echolocation,MEANt,-0.010463284563139195,0.48939641615627166,-0.002839182049719059,0.8512144266592244,-0.10973509495647248,0.7342379351333996,5.0,0.024287605549606198,0.1087443860024225,0.10973509495647248
Bottlenose dolphin echolocation,VARt,-0.010250739190453382,0.4982623556687452,0.011921108134826218,0.43093750452374824,0.34181728233072695,0.2768234959621226,2.0,-0.014972217728518334,0.32262784945866274,0.34181728233072695
Bottlenose dolphin echolocation,VARt,-0.010250739190453382,0.4982623556687452,0.011921108134826218,0.43093750452374824,0.34181728233072695,0.2768234959621226,4.0,-0.09626965223921646,1.8851064377012657e-10,0.34181728233072695
Bottlenose dolphin echolocation,VARt,-0.010250739190453382,0.4982623556687452,0.011921108134826218,0.43093750452374824,0.34181728233072695,0.2768234959621226,5.0,0.021157157045849462,0.1623866262002225,0.34181728233072695
Bottlenose dolphin echolocation,VARt,-0.010250739190453382,0.4982623556687452,0.011921108134826218,0.43093750452374824,0.8007980773325525,0.0017490852980493069,2.0,-0.014972217728518334,0.32262784945866274,0.8007980773325525
Bottlenose dolphin echolocation,VARt,-0.010250739190453382,0.4982623556687452,0.011921108134826218,0.43093750452374824,0.8007980773325525,0.0017490852980493069,4.0,-0.09626965223921646,1.8851064377012657e-10,0.8007980773325525
Bottlenose dolphin echolocation,VARt,-0.010250739190453382,0.4982623556687452,0.011921108134826218,0.43093750452374824,0.8007980773325525,0.0017490852980493069,5.0,0.021157157045849462,0.1623866262002225,0.8007980773325525
Bottlenose dolphin echolocation,VARt,-0.010250739190453382,0.4982623556687452,0.011921108134826218,0.43093750452374824,-0.43491987615306177,0.15766182337621987,2.0,-0.014972217728518334,0.32262784945866274,0.43491987615306177
Bottlenose dolphin echolocation,VARt,-0.010250739190453382,0.4982623556687452,0.011921108134826218,0.43093750452374824,-0.43491987615306177,0.15766182337621987,4.0,-0.09626965223921646,1.8851064377012657e-10,0.43491987615306177
Bottlenose dolphin echolocation,VARt,-0.010250739190453382,0.4982623556687452,0.011921108134826218,0.43093750452374824,-0.43491987615306177,0.15766182337621987,5.0,0.021157157045849462,0.1623866262002225,0.43491987615306177
