species,acoustic_index,circadian_r,circadian_p,station
Silver perch,EVNspMean,-0.5902597395838263,0.04333317712031096,14M
Silver perch,EVNspCount,-0.7488400547225614,0.005069975379371971,14M
Silver perch,TFSD,0.06677415774262505,0.8366459916985233,14M
Silver perch,H_Havrda,-0.7968501164202928,0.001915730104084159,14M
Silver perch,H_Renyi,-0.7958234501256247,0.0019609922621120564,14M
Silver perch,H_pairedShannon,-0.7710257485984768,0.003325354148030396,14M
Silver perch,H_gamma,-0.7385703561718819,0.006078599016976686,14M
Silver perch,H_GiniSimpson,-0.791313886539508,0.002169577120139151,14M
Silver perch,RAOQ,-0.7158884535631731,0.008834577634815445,14M
Silver perch,AGI,-0.765509583596191,0.0037081423516042945,14M
Silver perch,nROI,-0.7622572373531855,0.003948972080983446,14M
Silver perch,aROI,-0.9008900553733514,6.363765159546254e-05,14M
Oyster toadfish grunt,File,0.5227535645658843,0.08119551527656457,14M
Oyster toadfish grunt,Black drum,-0.3471882357977985,0.2688494023953836,14M
Oyster toadfish grunt,Bottlenose dolphin burst pulses,0.31863257069217155,0.31277320108677864,14M
Oyster toadfish grunt,Bottlenose dolphin whistles,0.31961261952235454,0.3112036893208825,14M
Oyster toadfish grunt,ZCR,0.6967934416351791,0.011800644389030068,14M
Oyster toadfish grunt,MEANt,-0.1444849686043311,0.654144499567047,14M
Oyster toadfish grunt,VARt,-0.48902999045453616,0.10664814995603894,14M
Oyster toadfish grunt,SKEWt,0.6393221986647075,0.02519560037731569,14M
Oyster toadfish grunt,KURTt,0.3439163676150897,0.27369110563564325,14M
Oyster toadfish grunt,LEQt,-0.8897250180291809,0.00010643823333620077,14M
Oyster toadfish grunt,BGNt,-0.8550970421791063,0.00039243047802028414,14M
Oyster toadfish grunt,SNRt,0.7060055461987227,0.010289997033743689,14M
Oyster toadfish grunt,MED,-0.6456888564479717,0.023332874562268218,14M
Oyster toadfish grunt,Ht,-0.8220344909251209,0.0010341188368495557,14M
Oyster toadfish grunt,ACTtFraction,0.3501494006999153,0.26451038212940564,14M
Oyster toadfish grunt,ACTtCount,0.3511441039010934,0.2630619930013573,14M
Oyster toadfish grunt,ACTtMean,0.7369240642489889,0.0062533580395208324,14M
Oyster toadfish grunt,EVNtFraction,0.2695379402076774,0.3968798226813927,14M
Oyster toadfish grunt,EVNtMean,-0.5469965755534515,0.06569218328603647,14M
Oyster toadfish grunt,EVNtCount,0.5925389227518834,0.042330420895942904,14M
Oyster toadfish grunt,MEANf,-0.8283252848823323,0.0008735703536866717,14M
Oyster toadfish grunt,VARf,-0.5362539781814017,0.07228457582743175,14M
Oyster toadfish grunt,SKEWf,-0.6104085735113882,0.03503084662033953,14M
Oyster toadfish grunt,KURTf,-0.6074747528655706,0.036162377872931764,14M
Oyster toadfish grunt,NBPEAKS,0.26383446095578644,0.4073287882257656,14M
Oyster toadfish grunt,LEQf,-0.833652593557758,0.0007532950992438428,14M
Oyster toadfish grunt,ENRf,-0.8336525935294596,0.0007532950998466698,14M
Oyster toadfish grunt,BGNf,-0.7757195262816424,0.0030239595863100935,14M
Oyster toadfish grunt,SNRf,0.627690502944456,0.028873429930164132,14M
Oyster toadfish grunt,Hf,0.6072537126132534,0.03624867346591387,14M
Oyster toadfish grunt,EAS,0.40314046374097573,0.19379253661671594,14M
Oyster toadfish grunt,ECU,0.4461283799140046,0.14602415825289383,14M
Oyster toadfish grunt,ECV,0.3628649921950292,0.24634280769538985,14M
Oyster toadfish grunt,EPS,-0.6044261412030538,0.037365583586098525,14M
Oyster toadfish grunt,EPS_KURT,-0.5551178674994207,0.06099299212861965,14M
Oyster toadfish grunt,EPS_SKEW,-0.5543423440264029,0.06143133011078937,14M
Oyster toadfish grunt,ACI,0.4126666375365867,0.18247156655844549,14M
Oyster toadfish grunt,NDSI,0.6325936737256284,0.02727888729367497,14M
Oyster toadfish grunt,rBA,0.6325936737288487,0.027278887292649084,14M
Oyster toadfish grunt,AnthroEnergy,-0.5171632876301321,0.08509478908191395,14M
Oyster toadfish grunt,BioEnergy,-0.5985080620333003,0.03978231965470136,14M
Oyster toadfish grunt,BI,0.8221203688506384,0.0010317844455563284,14M
Oyster toadfish grunt,ROU,-0.5592345632999931,0.05870249254568491,14M
Oyster toadfish grunt,ADI,0.5761044637675046,0.04994041277915819,14M
Oyster toadfish grunt,AEI,-0.6191130222414247,0.03182278145628448,14M
Oyster toadfish grunt,LFC,0.017197463074937358,0.9576948028555091,14M
Oyster toadfish grunt,MFC,-0.2390695575523597,0.45425507888292677,14M
Oyster toadfish grunt,HFC,-0.35600971332565434,0.2560436197043746,14M
Oyster toadfish grunt,ACTspFract,-0.3229993605277213,0.3058136531735482,14M
Oyster toadfish grunt,ACTspCount,-0.3207212814682593,0.3094334817972338,14M
Oyster toadfish grunt,ACTspMean,0.6002204024575601,0.03907195612829899,14M
Oyster toadfish grunt,EVNspFract,-0.31191084442587413,0.32365533229396726,14M
Oyster toadfish grunt,EVNspMean,-0.3979915071227019,0.20008760306914067,14M
Oyster toadfish grunt,EVNspCount,-0.23835697117464716,0.4556418802282603,14M
Oyster toadfish grunt,TFSD,0.08118277791882265,0.801959498616234,14M
Oyster toadfish grunt,H_Havrda,0.5812613214157377,0.0474566311529796,14M
Oyster toadfish grunt,H_Renyi,0.6449457563747737,0.02354495811666422,14M
Oyster toadfish grunt,H_pairedShannon,0.6065687858726068,0.03651700703136024,14M
Oyster toadfish grunt,H_gamma,0.6545234856687643,0.020916590588666212,14M
Oyster toadfish grunt,H_GiniSimpson,0.5887251995521581,0.0440177163876308,14M
Oyster toadfish grunt,RAOQ,0.6446388409260224,0.023632960241466962,14M
Oyster toadfish grunt,AGI,-0.06795904782728707,0.8337826264912032,14M
Oyster toadfish grunt,nROI,-0.18825289477544632,0.5579258118899073,14M
Oyster toadfish grunt,aROI,0.08126562983927826,0.8017609328471522,14M
Vessel,File,-0.05595609793529398,0.8628688084421454,14M
Vessel,Black drum,-0.11309192425454814,0.726379613057492,14M
Vessel,Bottlenose dolphin burst pulses,-0.608439426887376,0.035787479166000544,14M
Vessel,Bottlenose dolphin whistles,0.0012154510836133864,0.9970088567407638,14M
Vessel,ZCR,-0.1087281875660357,0.7365997078459368,14M
Vessel,MEANt,0.5836951353421002,0.0463151778785052,14M
Vessel,VARt,-0.19292107295610914,0.5480181601518245,14M
Vessel,SKEWt,-0.3479070239638211,0.26779240665271736,14M
Vessel,KURTt,-0.9515054026465453,1.9466508240174813e-06,14M
Vessel,LEQt,0.5458686087351483,0.06636405854980323,14M
Vessel,BGNt,0.43409414376898303,0.15854177652944515,14M
Vessel,SNRt,-0.03726236633221844,0.9084691993091518,14M
Vessel,MED,-0.03289701511883304,0.919159205876133,14M
Vessel,Ht,0.7711436557007904,0.0033175144888554827,14M
Vessel,ACTtFraction,0.4892403235516777,0.10647478203505767,14M
Vessel,ACTtCount,0.4885553775512522,0.10704004097341499,14M
Vessel,ACTtMean,-0.11778468826095517,0.7154344795910551,14M
Vessel,EVNtFraction,0.5290263255260612,0.07696708652895252,14M
Vessel,EVNtMean,0.8955852455473894,8.183584943600998e-05,14M
Vessel,EVNtCount,0.14837224744390928,0.6453726373692986,14M
Vessel,MEANf,0.5441513563457661,0.0673960314153773,14M
Vessel,VARf,-0.10938848949768543,0.7350506853371161,14M
Vessel,SKEWf,-0.147533563127546,0.6472617145480979,14M
Vessel,KURTf,-0.16318040139200798,0.612343356999199,14M
Vessel,NBPEAKS,-0.8633674601449168,0.00029680417237949833,14M
Vessel,LEQf,0.5122899089249111,0.08859600699202937,14M
Vessel,ENRf,0.5122899089010047,0.08859600700943951,14M
Vessel,BGNf,0.17946941982840528,0.576763044288962,14M
Vessel,SNRf,0.14725200099533547,0.6478963426413462,14M
Vessel,Hf,0.1173281548698068,0.7164971503381503,14M
Vessel,EAS,-0.9383417623014516,6.324774161759026e-06,14M
Vessel,ECU,-0.9208866802781709,2.1347954963949237e-05,14M
Vessel,ECV,-0.9035509242773783,5.57979761929082e-05,14M
Vessel,EPS,0.8850310954474505,0.00013003663524643677,14M
Vessel,EPS_KURT,0.7921705323525068,0.0021287064657661936,14M
Vessel,EPS_SKEW,0.7699482646825118,0.0033976502157707727,14M
Vessel,ACI,-0.9329751949909169,9.512300425696686e-06,14M
Vessel,NDSI,0.11607544562124829,0.7194154434023234,14M
Vessel,rBA,0.1160754456307815,0.7194154433801017,14M
Vessel,AnthroEnergy,-0.14606966179470873,0.6505636258201233,14M
Vessel,BioEnergy,0.9643826112362597,4.2521045480475286e-07,14M
Vessel,BI,-0.23202576167776098,0.46805072640856116,14M
Vessel,ROU,-0.05838234445245565,0.8569756554034156,14M
Vessel,ADI,0.14852150341459508,0.6450366500212799,14M
Vessel,AEI,-0.0825090411138472,0.7987822296647242,14M
Vessel,LFC,0.7382172638798511,0.006115767411116011,14M
Vessel,MFC,0.90711210054684,4.651546982897446e-05,14M
Vessel,HFC,0.9478508046630092,2.782034269920839e-06,14M
Vessel,ACTspFract,0.9388280620503869,6.08430647261151e-06,14M
Vessel,ACTspCount,0.9381865055052626,6.4031089153248575e-06,14M
Vessel,ACTspMean,-0.814708510952196,0.0012487512818568083,14M
Vessel,EVNspFract,0.9406059667967346,5.2660019307727245e-06,14M
Vessel,EVNspMean,0.9460952343630818,3.2731309320053927e-06,14M
Vessel,EVNspCount,0.9068075659233197,4.725812531248379e-05,14M
Vessel,TFSD,-0.05379020962607328,0.8681350082070434,14M
Vessel,H_Havrda,0.170297278625664,0.5966973691623183,14M
Vessel,H_Renyi,0.10801769879684195,0.7382674709069286,14M
Vessel,H_pairedShannon,0.11888917444655606,0.7128654921920302,14M
Vessel,H_gamma,0.04252717262623477,0.8955952463366801,14M
Vessel,H_GiniSimpson,0.15676703642090054,0.6265714103516027,14M
Vessel,RAOQ,0.031383226735586925,0.9228691725799991,14M
Vessel,AGI,0.7721277663340405,0.0032526274897537186,14M
Vessel,nROI,0.905464427950099,5.064556648207355e-05,14M
Vessel,aROI,0.7892679609612273,0.0022696158709617055,14M
Spotted seatrout,File,-0.451810091430199,0.14034187576233176,37M
Spotted seatrout,Black drum,0.34562605590388706,0.27115490898608274,37M
Spotted seatrout,Bottlenose dolphin burst pulses,0.48311025029262056,0.11160472397432376,37M
Spotted seatrout,Bottlenose dolphin whistles,-0.2733187287034125,0.39002906744761845,37M
Spotted seatrout,ZCR,-0.4713402055043535,0.12190725731748271,37M
Spotted seatrout,MEANt,0.5194739387444535,0.08346801458386197,37M
Spotted seatrout,VARt,0.8684821725223739,0.00024746987130817735,37M
Spotted seatrout,SKEWt,-0.06685022488547324,0.8364621153827061,37M
Spotted seatrout,KURTt,0.24461541293394984,0.443530753345311,37M
Spotted seatrout,LEQt,0.7239342088884393,0.007768030876402621,37M
Spotted seatrout,BGNt,0.5958870408328092,0.040887358803124205,37M
Spotted seatrout,SNRt,-0.5076623256321784,0.09200957670271331,37M
Spotted seatrout,MED,0.8315937311583224,0.0007981517818139654,37M
Spotted seatrout,Ht,0.5768486116902349,0.049576480950072804,37M
Spotted seatrout,ACTtFraction,-0.49378734931313367,0.10277260399341304,37M
Spotted seatrout,ACTtCount,-0.49507655879816914,0.10173877805590117,37M
Spotted seatrout,ACTtMean,-0.5622270103958853,0.05707557541787028,37M
Spotted seatrout,EVNtFraction,-0.500273918953525,0.09764148138786966,37M
Spotted seatrout,EVNtMean,-0.46746125811227357,0.12543457041468664,37M
Spotted seatrout,EVNtCount,0.24382018283012008,0.4450610147175433,37M
Spotted seatrout,MEANf,0.5278529369689428,0.07774635149893516,37M
Spotted seatrout,VARf,0.8426845793201452,0.000579034577690208,37M
Spotted seatrout,SKEWf,0.7143478199828193,0.009050669799063717,37M
Spotted seatrout,KURTf,0.6958684813243021,0.011960920653855067,37M
Spotted seatrout,NBPEAKS,0.17268206573368744,0.5914890802380057,37M
Spotted seatrout,LEQf,0.6658503403260236,0.01809224445243045,37M
Spotted seatrout,ENRf,0.6658503403365796,0.018092244449936387,37M
Spotted seatrout,BGNf,0.5177544342181489,0.08467657279871842,37M
Spotted seatrout,SNRf,-0.27410473207374475,0.3886124726053961,37M
Spotted seatrout,Hf,-0.8182009655089502,0.0011425424541934648,37M
Spotted seatrout,EAS,0.32267930042044324,0.3063207926567545,37M
Spotted seatrout,ECU,0.160594068236521,0.6180667024561777,37M
Spotted seatrout,ECV,0.2689547962725824,0.39794187024375427,37M
Spotted seatrout,EPS,-0.48730995357898926,0.10807294379876087,37M
Spotted seatrout,EPS_KURT,-0.4047351358779982,0.19186798368630115,37M
Spotted seatrout,EPS_SKEW,-0.4360185495386,0.1564958320190864,37M
Spotted seatrout,ACI,0.37070167354534306,0.23552248713119012,37M
Spotted seatrout,NDSI,-0.6133635862499813,0.03391696398516281,37M
Spotted seatrout,rBA,-0.6133635862609121,0.033916963981089995,37M
Spotted seatrout,AnthroEnergy,0.8193169689108822,0.0011101160394396356,37M
Spotted seatrout,BioEnergy,0.8571348523750242,0.00036691696955509036,37M
Spotted seatrout,BI,0.08878727224476703,0.7837804712590124,37M
Spotted seatrout,ROU,0.8323350833188876,0.0007817684726803954,37M
Spotted seatrout,ADI,-0.7774421940242726,0.0029187313460218725,37M
Spotted seatrout,AEI,0.7294458512194439,0.007095187041794211,37M
Spotted seatrout,LFC,-0.7570936259623964,0.004355455374624081,37M
Spotted seatrout,MFC,-0.6365426610355684,0.02604169991467671,37M
Spotted seatrout,HFC,-0.5394344880271311,0.07028746024663242,37M
Spotted seatrout,ACTspFract,-0.5810471393102712,0.04755802165169686,37M
Spotted seatrout,ACTspCount,-0.5829693618486333,0.04665351505006611,37M
Spotted seatrout,ACTspMean,0.2800272681850471,0.3780235075013818,37M
Spotted seatrout,EVNspFract,-0.5466331834814714,0.06590812274446976,37M
Spotted seatrout,EVNspMean,-0.49311324710136545,0.10331595161330732,37M
Spotted seatrout,EVNspCount,-0.5868155810172546,0.044880211178136134,37M
Spotted seatrout,TFSD,-0.5664499609876039,0.054833536620124516,37M
Spotted seatrout,H_Havrda,-0.8284345505808122,0.0008709634637802023,37M
Spotted seatrout,H_Renyi,-0.6256948458121092,0.02954127748573742,37M
Spotted seatrout,H_pairedShannon,-0.8182302274596602,0.00114168302152907,37M
Spotted seatrout,H_gamma,-0.774408693795249,0.0031059463937067764,37M
Spotted seatrout,H_GiniSimpson,-0.8150846012060875,0.0012369627742648028,37M
Spotted seatrout,RAOQ,-0.8532394960883029,0.0004168688877621822,37M
Spotted seatrout,AGI,-0.2463302545825108,0.4402395032231485,37M
Spotted seatrout,nROI,-0.4815156106819381,0.11296551796628299,37M
Spotted seatrout,aROI,-0.5424132679378812,0.06845174528184224,37M
Atlantic croaker,File,0.7134940754180339,0.009172102888392385,37M
Atlantic croaker,Black drum,-0.4552735631503008,0.13694913030678565,37M
Atlantic croaker,Bottlenose dolphin burst pulses,-0.36036637998476784,0.24985312482494554,37M
Atlantic croaker,Bottlenose dolphin whistles,0.004728012823424582,0.9883650027323172,37M
Atlantic croaker,ZCR,0.745402923311065,0.005392276872270899,37M
Atlantic croaker,MEANt,-0.20669948793189924,0.5192109933795042,37M
Atlantic croaker,VARt,-0.8954811613916913,8.222969330254543e-05,37M
Atlantic croaker,SKEWt,-0.2708855244828636,0.39443105064522327,37M
Atlantic croaker,KURTt,0.1173302158002513,0.7164923520805642,37M
Atlantic croaker,LEQt,-0.9058637676407995,4.961911155003324e-05,37M
Atlantic croaker,BGNt,-0.8401116760983423,0.0006251018507725709,37M
Atlantic croaker,SNRt,0.7701226780737693,0.0033858673268631883,37M
Atlantic croaker,MED,-0.9270960423858676,1.4338103814597409e-05,37M
Atlantic croaker,Ht,-0.8231460298132981,0.0010042170148096255,37M
Atlantic croaker,ACTtFraction,0.7706902944459437,0.0033477355700147014,37M
Atlantic croaker,ACTtCount,0.7717627844840701,0.003276578825718994,37M
Atlantic croaker,ACTtMean,0.8041788191543082,0.0016154201000409044,37M
Atlantic croaker,EVNtFraction,0.2435991669512,0.44548676435417867,37M
Atlantic croaker,EVNtMean,0.10010011677112073,0.7569214459608822,37M
Atlantic croaker,EVNtCount,0.16013552180403162,0.6190834768768947,37M
Atlantic croaker,MEANf,-0.7991344256285616,0.001817894146666141,37M
Atlantic croaker,VARf,-0.8796673167480545,0.0001618148417591544,37M
Atlantic croaker,SKEWf,-0.9192020056283574,2.3651222054294888e-05,37M
Atlantic croaker,KURTf,-0.9089584712243775,4.220696620688646e-05,37M
Atlantic croaker,NBPEAKS,0.2137243992672886,0.5047823992752523,37M
Atlantic croaker,LEQf,-0.8866333288755255,0.00012156340643147198,37M
Atlantic croaker,ENRf,-0.8866333288778113,0.00012156340641969975,37M
Atlantic croaker,BGNf,-0.7942857869603056,0.002030308290240873,37M
Atlantic croaker,SNRf,0.6061144959247105,0.03669576417686315,37M
Atlantic croaker,Hf,0.9583729668419179,9.178169875669355e-07,37M
Atlantic croaker,EAS,0.03850399420473716,0.9054311351609328,37M
Atlantic croaker,ECU,0.19667114732531993,0.5401125115521805,37M
Atlantic croaker,ECV,0.09629961025573813,0.7659186341810704,37M
Atlantic croaker,EPS,0.11829424534923885,0.7142489332360324,37M
Atlantic croaker,EPS_KURT,0.0900732078565328,0.780715896815269,37M
Atlantic croaker,EPS_SKEW,0.1766704039722969,0.5828182482120847,37M
Atlantic croaker,ACI,-0.00045510107329341243,0.9988800250117298,37M
Atlantic croaker,NDSI,0.8590463310415514,0.0003441757403139631,37M
Atlantic croaker,rBA,0.8590463310441903,0.0003441757402833428,37M
Atlantic croaker,AnthroEnergy,-0.8671108852546394,0.0002600168102831486,37M
Atlantic croaker,BioEnergy,-0.9182765863233954,2.4997238522834e-05,37M
Atlantic croaker,BI,0.2679443221129449,0.3997855930334404,37M
Atlantic croaker,ROU,-0.8871839596030336,0.00011875353460999128,37M
Atlantic croaker,ADI,0.9222592326373408,1.960542694913588e-05,37M
Atlantic croaker,AEI,-0.9021938263633571,5.9695225742805515e-05,37M
Atlantic croaker,LFC,0.4818949974222948,0.11264077694348147,37M
Atlantic croaker,MFC,0.2985143366058979,0.34595066573984834,37M
Atlantic croaker,HFC,0.19086796770101783,0.5523666134460594,37M
Atlantic croaker,ACTspFract,0.23779125226846945,0.4567442790389192,37M
Atlantic croaker,ACTspCount,0.2403038546312246,0.4518576913122276,37M
Atlantic croaker,ACTspMean,0.08735229535476015,0.787203563707152,37M
Atlantic croaker,EVNspFract,0.19336906926253722,0.5470712040957784,37M
Atlantic croaker,EVNspMean,0.12836773780395722,0.6909336501008422,37M
Atlantic croaker,EVNspCount,0.24725971817618098,0.43846054444860855,37M
Atlantic croaker,TFSD,0.2577354871829115,0.4186528268912323,37M
Atlantic croaker,H_Havrda,0.9484653512701592,2.624670434595817e-06,37M
Atlantic croaker,H_Renyi,0.8678085092474164,0.0002535732828090149,37M
Atlantic croaker,H_pairedShannon,0.9582495108183842,9.313133735475021e-07,37M
Atlantic croaker,H_gamma,0.9460733861979276,3.2796475588587866e-06,37M
Atlantic croaker,H_GiniSimpson,0.9527653338390527,1.710229464189702e-06,37M
Atlantic croaker,RAOQ,0.9669824481515656,2.9236447561165365e-07,37M
Atlantic croaker,AGI,0.49820832940499005,0.09925638273370686,37M
Atlantic croaker,nROI,0.10859118608439823,0.736921216794874,37M
Atlantic croaker,aROI,0.21926464857457056,0.49353025262616707,37M
Oyster toadfish boat whistle,File,0.7267171402904886,0.007422590511017574,37M
Oyster toadfish boat whistle,Black drum,-0.37733531323510405,0.22658802096513875,37M
Oyster toadfish boat whistle,Bottlenose dolphin burst pulses,-0.13186185515229112,0.6829025603781577,37M
Oyster toadfish boat whistle,Bottlenose dolphin whistles,-0.17867659733639468,0.5784756500560626,37M
Oyster toadfish boat whistle,ZCR,0.9422052574989688,4.606727733516366e-06,37M
Oyster toadfish boat whistle,MEANt,0.05151844286645063,0.8736639320963244,37M
Oyster toadfish boat whistle,VARt,-0.7806757448918252,0.0027287639884680873,37M
Oyster toadfish boat whistle,SKEWt,-0.6269939865340084,0.029105270011923347,37M
Oyster toadfish boat whistle,KURTt,0.49426325256979553,0.1023901613481685,37M
Oyster toadfish boat whistle,LEQt,-0.9656734561985177,3.5431609463386486e-07,37M
Oyster toadfish boat whistle,BGNt,-0.9718769787034629,1.3215834666909522e-07,37M
Oyster toadfish boat whistle,SNRt,0.9552572651542213,1.3097806527664143e-06,37M
Oyster toadfish boat whistle,MED,-0.880529525651068,0.00015633529802574494,37M
Oyster toadfish boat whistle,Ht,-0.9658028188662962,3.4776582731691875e-07,37M
Oyster toadfish boat whistle,ACTtFraction,0.9518485911852168,1.879833199173448e-06,37M
Oyster toadfish boat whistle,ACTtCount,0.9523553606033299,1.7845065974924494e-06,37M
Oyster toadfish boat whistle,ACTtMean,0.9619547682977405,5.888605038988889e-07,37M
Oyster toadfish boat whistle,EVNtFraction,-0.1259402483309162,0.6965304617439235,37M
Oyster toadfish boat whistle,EVNtMean,-0.3214595357777066,0.3082578143786316,37M
Oyster toadfish boat whistle,EVNtCount,0.5668089363883776,0.05464583498606965,37M
Oyster toadfish boat whistle,MEANf,-0.9527188004329782,1.7185345483240635e-06,37M
Oyster toadfish boat whistle,VARf,-0.7669537382968293,0.003604853550500579,37M
Oyster toadfish boat whistle,SKEWf,-0.9782581695587194,3.689167183461627e-08,37M
Oyster toadfish boat whistle,KURTf,-0.9753860797702205,6.827384672152881e-08,37M
Oyster toadfish boat whistle,NBPEAKS,0.572775499142364,0.05159147013638697,37M
Oyster toadfish boat whistle,LEQf,-0.9698811935095811,1.855721204728182e-07,37M
Oyster toadfish boat whistle,ENRf,-0.969881193508874,1.8557212049438375e-07,37M
Oyster toadfish boat whistle,BGNf,-0.9668032988948013,3.002918696992875e-07,37M
Oyster toadfish boat whistle,SNRf,0.8882470622707456,0.00011347251859590733,37M
Oyster toadfish boat whistle,Hf,0.9416775291828413,4.816591962530124e-06,37M
Oyster toadfish boat whistle,EAS,0.45645716388842333,0.13580199063388232,37M
Oyster toadfish boat whistle,ECU,0.5848988040401614,0.04575788005063561,37M
Oyster toadfish boat whistle,ECV,0.5019896009992829,0.09631360806999975,37M
Oyster toadfish boat whistle,EPS,-0.2672308409621661,0.40109001392658195,37M
Oyster toadfish boat whistle,EPS_KURT,-0.1601252812684762,0.6191061911021774,37M
Oyster toadfish boat whistle,EPS_SKEW,0.007603277664364791,0.9812902510522172,37M
Oyster toadfish boat whistle,ACI,0.4286856271296444,0.16438255572298405,37M
Oyster toadfish boat whistle,NDSI,0.9784355091441301,3.542201702335151e-08,37M
Oyster toadfish boat whistle,rBA,0.978435509142324,3.542201703807766e-08,37M
Oyster toadfish boat whistle,AnthroEnergy,-0.7610552746950087,0.004040910048982709,37M
Oyster toadfish boat whistle,BioEnergy,-0.8827384073259719,0.0001429574819185444,37M
Oyster toadfish boat whistle,BI,0.6463257056576817,0.02315222294411563,37M
Oyster toadfish boat whistle,ROU,-0.7860965693059017,0.0024316067885107127,37M
Oyster toadfish boat whistle,ADI,0.9389642742608766,6.0182660859601755e-06,37M
Oyster toadfish boat whistle,AEI,-0.9595770055291738,7.941572909231494e-07,37M
Oyster toadfish boat whistle,LFC,0.12417799181898707,0.7006022530192254,37M
Oyster toadfish boat whistle,MFC,-0.09212074843616226,0.7758422267887495,37M
Oyster toadfish boat whistle,HFC,-0.20404275319487858,0.5247138538403808,37M
Oyster toadfish boat whistle,ACTspFract,-0.15621174641570051,0.6278089217587343,37M
Oyster toadfish boat whistle,ACTspCount,-0.15355724352736866,0.633736828692187,37M
Oyster toadfish boat whistle,ACTspMean,0.5027424175995019,0.09573480206437267,37M
Oyster toadfish boat whistle,EVNspFract,-0.2211480656035381,0.4897309962862141,37M
Oyster toadfish boat whistle,EVNspMean,-0.29210904820770833,0.35689330044631085,37M
Oyster toadfish boat whistle,EVNspCount,-0.1591343440991267,0.6213056032352251,37M
Oyster toadfish boat whistle,TFSD,-0.17946852318935258,0.5767649800170425,37M
Oyster toadfish boat whistle,H_Havrda,0.8989891951173141,6.974884530478646e-05,37M
Oyster toadfish boat whistle,H_Renyi,0.984469959011305,6.931690887909382e-09,37M
Oyster toadfish boat whistle,H_pairedShannon,0.9411214749479986,5.04583735355849e-06,37M
Oyster toadfish boat whistle,H_gamma,0.969691620942079,1.914250097397445e-07,37M
Oyster toadfish boat whistle,H_GiniSimpson,0.9271445284369791,1.4291675872926388e-05,37M
Oyster toadfish boat whistle,RAOQ,0.9196552692460966,2.3013152132156832e-05,37M
Oyster toadfish boat whistle,AGI,0.7655926276212133,0.0037021427429671885,37M
Oyster toadfish boat whistle,nROI,-0.3068456600389793,0.3319905287256649,37M
Oyster toadfish boat whistle,aROI,-0.060969206184353114,0.8506997646885498,37M
Bottlenose dolphin echolocation,File,-0.731285968369997,0.006880600137525187,37M
Bottlenose dolphin echolocation,Black drum,0.16625708585698715,0.6055607356564106,37M
Bottlenose dolphin echolocation,Bottlenose dolphin burst pulses,0.3178347123586438,0.31405416875592757,37M
Bottlenose dolphin echolocation,Bottlenose dolphin whistles,-0.022670646671350006,0.9442471701313333,37M
Bottlenose dolphin echolocation,ZCR,-0.7337087018712506,0.006605544922354888,37M
Bottlenose dolphin echolocation,MEANt,0.17462247780307338,0.5872643087927026,37M
Bottlenose dolphin echolocation,VARt,0.8007980773325525,0.0017490852980493069,37M
Bottlenose dolphin echolocation,SKEWt,0.25667117312856774,0.42064474813442354,37M
Bottlenose dolphin echolocation,KURTt,-0.11996316434198595,0.7103700613105433,37M
Bottlenose dolphin echolocation,LEQt,0.8367446301110465,0.0006896185233943741,37M
Bottlenose dolphin echolocation,BGNt,0.7690942047588776,0.0034557986082909744,37M
Bottlenose dolphin echolocation,SNRt,-0.7160182417808654,0.008816550924266978,37M
Bottlenose dolphin echolocation,MED,0.8346272664724681,0.0007327521651122681,37M
Bottlenose dolphin echolocation,Ht,0.7458695401497863,0.005347639620932777,37M
Bottlenose dolphin echolocation,ACTtFraction,-0.7161097875095093,0.00880385236733576,37M
Bottlenose dolphin echolocation,ACTtCount,-0.7171930157490592,0.008654629580912666,37M
Bottlenose dolphin echolocation,ACTtMean,-0.7448314063402992,0.005447331156817727,37M
Bottlenose dolphin echolocation,EVNtFraction,-0.17220770482485614,0.5925236669676142,37M
Bottlenose dolphin echolocation,EVNtMean,-0.0768240754509096,0.8124206261890174,37M
Bottlenose dolphin echolocation,EVNtCount,-0.14283610009468184,0.6578775051019617,37M
Bottlenose dolphin echolocation,MEANf,0.7140848649518952,0.009087942791459701,37M
Bottlenose dolphin echolocation,VARf,0.7656569390153567,0.0036975015574276606,37M
Bottlenose dolphin echolocation,SKEWf,0.8275663598355798,0.0008918436476058407,37M
Bottlenose dolphin echolocation,KURTf,0.8125304082897864,0.0013187335003188303,37M
Bottlenose dolphin echolocation,NBPEAKS,-0.1845641516551204,0.5658060617848498,37M
Bottlenose dolphin echolocation,LEQf,0.7957546494326931,0.0019640544426690904,37M
Bottlenose dolphin echolocation,ENRf,0.7957546494127201,0.001964054443558575,37M
Bottlenose dolphin echolocation,BGNf,0.7258457280125199,0.007529493292960915,37M
Bottlenose dolphin echolocation,SNRf,-0.5738215498815222,0.0510685987069658,37M
Bottlenose dolphin echolocation,Hf,-0.8621405029262044,0.0003097034402555462,37M
Bottlenose dolphin echolocation,EAS,-0.06415264265278256,0.8429874826094828,37M
Bottlenose dolphin echolocation,ECU,-0.23836723798266557,0.4556218852554985,37M
Bottlenose dolphin echolocation,ECV,-0.13206107414915585,0.6824455627779087,37M
Bottlenose dolphin echolocation,EPS,-0.16069064172568073,0.6178526400673637,37M
Bottlenose dolphin echolocation,EPS_KURT,-0.2403635292613121,0.4517419373289736,37M
Bottlenose dolphin echolocation,EPS_SKEW,-0.34562092765165825,0.2711624960720185,37M
