species,acoustic_index,pearson_r,pearson_p,spearman_r,spearman_p,station
Atlantic croaker,SKEWt,-0.0012310563697315634,0.9351729143063564,0.04459797487705996,0.0031969107666134375,14M
Atlantic croaker,KURTt,-0.0634844658938962,2.6836060766013476e-05,-0.04755621580425082,0.0016670683606421922,14M
Atlantic croaker,LEQt,0.038136387494810506,0.011713441886979821,0.05198065104866361,0.0005886618305856825,14M
Atlantic croaker,BGNt,0.07747526600191448,2.9494757083630284e-07,0.0874786188787844,6.997475253202838e-09,14M
Atlantic croaker,SNRt,-0.004779299737442908,0.7521699821032909,-0.012970464589630836,0.39143400568241316,14M
Atlantic croaker,MED,0.00037413887334856533,0.9802782395799968,0.08221398412009455,5.29081304458859e-08,14M
Atlantic croaker,Ht,0.10960182801847618,3.772143295340773e-13,0.13051991641400795,4.685734171182849e-18,14M
Atlantic croaker,ACTtFraction,0.17901088562025935,8.87099290740835e-33,0.20891330836957409,2.8284576335050265e-44,14M
Atlantic croaker,ACTtCount,0.17909350249499298,8.294622903631789e-33,0.20896225562273713,2.6988093699558773e-44,14M
Atlantic croaker,ACTtMean,-0.020383921364250997,0.177997955044748,-0.026649097341295187,0.07822654734100601,14M
Atlantic croaker,EVNtFraction,0.009900376704098227,0.5130132164929648,-0.001059020761276616,0.9442162912072072,14M
Atlantic croaker,EVNtMean,-0.09473909630019159,3.525455083849005e-10,-0.18267968691956143,4.351969428322587e-34,14M
Atlantic croaker,EVNtCount,0.17484971361741303,2.507054742821407e-31,0.18187922428601813,8.447653068599212e-34,14M
Atlantic croaker,MEANf,0.09262856642372749,8.6054239780703e-10,0.12171167099169254,6.929820137163559e-16,14M
Atlantic croaker,VARf,-0.03902981940192468,0.00988694495912162,0.09010539648111211,2.437738266017253e-09,14M
Atlantic croaker,SKEWf,-0.051371821399051165,0.000682590254807185,0.038018566372951944,0.011975395838464097,14M
Atlantic croaker,KURTf,-0.057364696004158645,0.00014864642022928976,0.03493845035138243,0.020934935646218133,14M
Atlantic croaker,NBPEAKS,-0.1046743025754523,4.059593463886234e-12,-0.12114576073198317,9.439200636100722e-16,14M
Atlantic croaker,LEQf,0.07679643805643525,3.742798745586519e-07,0.10532501053973077,2.984676528916572e-12,14M
Atlantic croaker,ENRf,0.07679643805516959,3.742798747241826e-07,0.10532501053973077,2.984676528916572e-12,14M
Atlantic croaker,BGNf,0.050330890567314476,0.0008760758577288915,0.08669566372701852,9.526110384950669e-09,14M
Atlantic croaker,SNRf,-0.005877758962463001,0.6977509453722516,-0.04897255212831785,0.0012051700480715556,14M
Atlantic croaker,Hf,0.0628671052214478,3.2123702554469825e-05,0.05592035580407042,0.00021759667145616023,14M
Atlantic croaker,EAS,-0.14016685093136183,1.3140293868872877e-20,-0.20753481980344965,1.055156776237148e-43,14M
Atlantic croaker,ECU,-0.1544487900267951,9.98751485993895e-25,-0.2138446258260534,2.358205006351882e-46,14M
Atlantic croaker,ECV,-0.13790668006438622,5.4088634797648573e-20,-0.20496713315597218,1.1952281878159767e-42,14M
Atlantic croaker,EPS,0.15884676904984862,4.4494446222803934e-26,0.16148080686703264,6.611334390153912e-27,14M
Atlantic croaker,EPS_KURT,0.17497328340862997,2.272927161073293e-31,0.16766042812973192,6.640654664115777e-29,14M
Atlantic croaker,EPS_SKEW,0.17075020734083532,6.2211635078809146e-30,0.1673243483240211,8.568090444022651e-29,14M
Atlantic croaker,ACI,-0.08680206304213095,9.136446118072273e-09,-0.10946968704477437,4.025983051038973e-13,14M
Atlantic croaker,NDSI,0.06774491703263619,7.422941050569231e-06,0.015539997829447368,0.30450539127675663,14M
Atlantic croaker,rBA,0.06774491703514009,7.422941044793664e-06,0.015539997829447368,0.30450539127675663,14M
Atlantic croaker,AnthroEnergy,-0.048236033571733526,0.001428132561284746,0.053902030377466416,0.0003652428873830412,14M
